"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"clongent","2019-04-19 19:25","0","1","That's some Carbon Footprint Emma 🛬🛬 https://twitter.com/TitaniaMcGrath/status/1119188030563258368 …","","","","1119306149436755969","https://twitter.com/clongent/status/1119306149436755969","🛬 🚀"
"AvriCitron","2019-04-18 15:59","1","6","Currently through volunteer work, surplus food is given to the Homeless hostels.  This is a genuine help to the taxpayer, HSE & society.   Reducing our carbon footprint.  It is good #WombleEcononomics ! (word coined today)    To assist, contact Michael Larkin at 00353(0)894260225 .pic.twitter.com/R5yKPj3HlT","","","#WombleEcononomics","1118891858522886144","https://twitter.com/AvriCitron/status/1118891858522886144",""
"meganosullivans","2019-04-16 13:35","0","1","The bigger your carbon footprint the bigger your responsibility.  That is why I keep telling you to unite behind the science. The EU elections are coming up soon and people like me are not in a position to vote.","","","","1118130768360947712","https://twitter.com/meganosullivans/status/1118130768360947712",""
"keep_pedalling_","2019-04-15 21:34","1","2","Hey @Strava can you add a CO2 emissions saved to your app? I think it would open up interesting potentials in the future #ClimateEmergency #ClimateCrisis possible #offsets  etc. loads of carbon footprint calculators out there. #cycling #Triathlon #ironman","","@Strava","#ClimateEmergency #ClimateCrisis #offsets #cycling #Triathlon #ironman","1117888969058869248","https://twitter.com/keep_pedalling_/status/1117888969058869248",""
"potooleifj","2019-04-13 16:31","0","3","You really are not helping your cause by trying to vilify those who contest some of your views.   Food production must address its carbon footprint every day.The solutions are complex and will involve sacrifice and investment by producers. Irish farm families are not the enemy.","","","","1117087987559477248","https://twitter.com/potooleifj/status/1117087987559477248",""
"BOMaoileoin","2019-04-13 09:13","0","8","Presumably by paying more for product farmers can reduce national herd and we can decrease carbon footprint of #dairy and #beef sector as well as reducing pressure on our farmers in Ireland? #ClimateChangehttps://twitter.com/BOMaoileoin/status/1116975916322783233 …","","","#dairy #beef #ClimateChangehttps","1116977593641783297","https://twitter.com/BOMaoileoin/status/1116977593641783297",""
"olivergburke","2019-04-12 20:12","2","0","Low-methane latte could soon be a thing in local cafés.   In a world where coffee shops offer discounts for bringing own cup, some countries are only a small step away from seeing ‘low-methane production’ milk in the supermarket and cafés. #carbonfootprint  https://www.allaboutfeed.net/Compound-Feed/Articles/2019/4/A-low-methane-latte-please-415611E/ …","","","#carbonfootprint","1116781083406819329","https://twitter.com/olivergburke/status/1116781083406819329",""
"eibbabyrne","2019-04-10 22:44","0","1","My housemate doesn’t understand how to work the heating and has had it on since 6 and had it set to stay on till 4 am and I’m about to slap her for making my carbon footprint worse","","","","1116094575993663488","https://twitter.com/eibbabyrne/status/1116094575993663488",""
"dunnepeopletown","2019-04-10 11:56","0","2","Our climate is heading for catastrophe I look forward to working with @SheilaNunan and @labour to work towards reducing Ireland's carbon footprint #LE19 #EP2019","","@SheilaNunan @labour","#LE19 #EP2019","1115931549520793600","https://twitter.com/dunnepeopletown/status/1115931549520793600",""
"irish2witter","2019-04-06 15:13","0","0","it's true that grass fed cattle have as little as half the carbon footprint per kilo as grain fed (unless there's a climate induced fodder crisis).     it's also true Margaret that's the kilo of Irish beef has almost 25 times the footprint of a kilo of air freighted avocados!","","","","1114531610072944641","https://twitter.com/irish2witter/status/1114531610072944641",""
